model,status,periods,total_return,annual_return,annual_volatility,sharpe,max_drawdown,win_rate,target_pass,step,holdings,score_key,risk_mode,stop_loss
stock_ai_kline_skill,,58,3.7499633822038714,0.4028302615044024,0.22859482737900744,1.7622019978453611,-0.07239624519676247,0.5172413793103449,True,20,8,ai_kline_score,hard_gate,-0.04
stock_fundamental_quality,,58,1.843576482873202,0.25486856422387905,0.15182479062406012,1.6787018982622544,-0.047143196890286454,0.5689655172413793,True,20,15,fundamental_agent_score,soft_gate,-0.025
portfolio_agent_optimizer,,58,1.7951697053516726,0.25019664443206624,0.15004121249557295,1.6675194786195722,-0.10126194059980609,0.6379310344827587,True,20,12,portfolio_agent_score,soft_gate,-0.03
style_agent_rotation,,58,1.8872303643729746,0.2590286776399693,0.1561794629698003,1.6585322597123828,-0.03210945840351198,0.5517241379310345,True,20,,top2 style + ai_kline_score,soft_gate,-0.025
stock_factor_ai_composite,,58,2.2031918629381213,0.28775586929252706,0.1746822839624446,1.6473099776643203,-0.055078479918585055,0.5172413793103449,True,20,8,factor_score,hard_gate,-0.04
stock_factor_ai_factory,,58,2.01987198157631,0.2713741322574883,0.16601118891338768,1.6346737471958663,-0.06479028719812285,0.603448275862069,True,20,8,ai_factor_score,hard_gate,-0.04
industry_agent_rotation,,51,1.9617853626321868,0.30767997513758627,0.18857546767428332,1.6316012837312752,-0.0471217710674432,0.5882352941176471,True,20,,industry five-agent + ai_kline alpha,soft_gate,-0.025
asset_allocation_etf,ok,59,0.7479981549314336,0.12667040118439532,0.11163778608835188,1.1346552598610868,-0.10110967549023986,0.5084745762711864,False,20,,multi-asset sleeve momentum,asset_cap_1,-0.025
